skill_id,domain_slug,domain_label,domain_function,owner_role,capability,skill_name,description,business_requirement,trigger_signal,primary_output,success_metric,priority_tier,automation_level,prompt_seed
S0492,customer-success,Customer Success,customer value realization and expansion,customer success lead,KPI Dashboard,customer-success-kpi-dashboard,Automate kpi dashboard workflows for Customer Success.,Build a live KPI dashboard for customer value realization and expansion.,Leaders ask for real-time visibility in Customer Success.,Automated KPI dashboard with drill-downs.,Dashboard freshness and decision adoption rate.,P2,L4,Act as a top-tier customer success lead and execute KPI Dashboard for Customer Success.
S0493,customer-success,Customer Success,customer value realization and expansion,customer success lead,Anomaly Detection,customer-success-anomaly-detection,Automate anomaly detection workflows for Customer Success.,Monitor metrics and detect anomalies in customer value realization and expansion.,Unexpected swings are observed in Customer Success KPIs.,Alert pipeline with anomaly diagnostics.,Mean time to detect KPI anomalies.,P2,L4,Act as a top-tier customer success lead and execute Anomaly Detection for Customer Success.
S0494,customer-success,Customer Success,customer value realization and expansion,customer success lead,Forecast Engine,customer-success-forecast-engine,Automate forecast engine workflows for Customer Success.,Forecast outcomes for customer value realization and expansion with confidence bands.,Planning requires forward-looking estimates in Customer Success.,Rolling forecast with scenario assumptions.,Forecast accuracy against actual outcomes.,P2,L4,Act as a top-tier customer success lead and execute Forecast Engine for Customer Success.
S0495,customer-success,Customer Success,customer value realization and expansion,customer success lead,Scenario Planning,customer-success-scenario-planning,Automate scenario planning workflows for Customer Success.,Model best/base/worst scenarios for customer value realization and expansion.,A major decision requires downside analysis in Customer Success.,Scenario plan with trigger thresholds.,Decision lead time under uncertainty.,P2,L4,Act as a top-tier customer success lead and execute Scenario Planning for Customer Success.
S0496,customer-success,Customer Success,customer value realization and expansion,customer success lead,Experiment Design,customer-success-experiment-design,Automate experiment design workflows for Customer Success.,Design statistically sound experiments for customer value realization and expansion.,Competing hypotheses need validation in Customer Success.,Experiment protocol with success criteria.,Experiment velocity and decision quality.,P2,L4,Act as a top-tier customer success lead and execute Experiment Design for Customer Success.
S0497,customer-success,Customer Success,customer value realization and expansion,customer success lead,Experiment Analysis,customer-success-experiment-analysis,Automate experiment analysis workflows for Customer Success.,Analyze experiment results and recommend actions for customer value realization and expansion.,An experiment cycle closes in Customer Success.,Experiment readout with confidence and next action.,Time from experiment end to decision.,P2,L4,Act as a top-tier customer success lead and execute Experiment Analysis for Customer Success.
S0498,customer-success,Customer Success,customer value realization and expansion,customer success lead,Customer Insight Mining,customer-success-customer-insight-mining,Automate customer insight mining workflows for Customer Success.,Mine customer signals and extract priorities for customer value realization and expansion.,Signal volume from customers exceeds manual review in Customer Success.,Insight brief with ranked customer themes.,Insight-to-action conversion rate.,P2,L4,Act as a top-tier customer success lead and execute Customer Insight Mining for Customer Success.
S0499,customer-success,Customer Success,customer value realization and expansion,customer success lead,Quality Gates,customer-success-quality-gates,Automate quality gates workflows for Customer Success.,Define and enforce quality gates for customer value realization and expansion.,Defect rates exceed tolerance in Customer Success.,Quality gate policy with pass/fail thresholds.,Defects escaped beyond gate per period.,P2,L4,Act as a top-tier customer success lead and execute Quality Gates for Customer Success.
S0500,customer-success,Customer Success,customer value realization and expansion,customer success lead,Incident Response,customer-success-incident-response,Automate incident response workflows for Customer Success.,Run incident triage and response workflows for customer value realization and expansion.,A service or process incident hits Customer Success.,"Incident timeline, owner matrix, and resolution plan.",Mean time to resolve incidents.,P2,L4,Act as a top-tier customer success lead and execute Incident Response for Customer Success.
S0501,customer-success,Customer Success,customer value realization and expansion,customer success lead,Risk Register,customer-success-risk-register,Automate risk register workflows for Customer Success.,Maintain a live risk register for customer value realization and expansion.,New dependencies or threats emerge in Customer Success.,"Risk register with severity, owner, and mitigation.",Open high-risk items older than SLA.,P2,L4,Act as a top-tier customer success lead and execute Risk Register for Customer Success.
S0502,customer-success,Customer Success,customer value realization and expansion,customer success lead,Compliance Controls,customer-success-compliance-controls,Automate compliance controls workflows for Customer Success.,Automate evidence collection and controls for customer value realization and expansion.,Audit preparation starts in Customer Success.,Control checklist with linked evidence.,Control pass rate and audit findings count.,P2,L4,Act as a top-tier customer success lead and execute Compliance Controls for Customer Success.
S0503,customer-success,Customer Success,customer value realization and expansion,customer success lead,Vendor Selection,customer-success-vendor-selection,Automate vendor selection workflows for Customer Success.,Run a structured vendor selection process for customer value realization and expansion.,A new tool or service is needed in Customer Success.,Vendor comparison with weighted scoring.,Post-selection satisfaction and time-to-value.,P2,L4,Act as a top-tier customer success lead and execute Vendor Selection for Customer Success.
S0504,customer-success,Customer Success,customer value realization and expansion,customer success lead,Vendor Scorecard,customer-success-vendor-scorecard,Automate vendor scorecard workflows for Customer Success.,Monitor vendor performance supporting customer value realization and expansion.,Current vendors underperform against expectations in Customer Success.,Vendor scorecard with SLA and risk trend.,Vendor SLA adherence rate.,P2,L4,Act as a top-tier customer success lead and execute Vendor Scorecard for Customer Success.
S0505,customer-success,Customer Success,customer value realization and expansion,customer success lead,Knowledge Management,customer-success-knowledge-management,Automate knowledge management workflows for Customer Success.,Build a searchable knowledge layer for customer value realization and expansion.,Repeated questions create drag in Customer Success.,Indexed knowledge base with freshness policy.,Knowledge reuse rate and answer latency.,P2,L4,Act as a top-tier customer success lead and execute Knowledge Management for Customer Success.
